,DATE,avalanche_sum,PRCP,SNWD,TMAX,TMIN,snow_diff_day,snow_diff_week,got_snow,prev_day_TMIN,prev_day_TMAX,min_below_freezing,max_above_freezing,min*max,avalanche_binary,Region_Ogden,Region_Provo,Region_Salt Lake,Region_Uintas,MONTH_10,MONTH_11,MONTH_12,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6
64877,2015-01-24,2.0,0.0,51.0,36.0,22.0,0.0,-3.0,0,21.0,32.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
13580,2010-01-31,4.0,1.5,71.0,26.0,24.0,7.0,4.0,1,21.0,33.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
65379,2016-01-22,3.0,0.0,54.0,42.0,30.0,-2.0,-1.0,0,15.0,38.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
67432,2020-01-14,3.0,0.4,81.0,26.0,13.0,1.0,28.0,1,17.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46452,2011-01-20,1.0,0.0,0.0,38.0,27.0,0.0,-4.0,0,34.0,41.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
40129,2016-01-23,1.0,0.5,53.0,39.0,24.0,2.0,0.0,1,28.0,40.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
62232,2010-01-27,6.0,0.1,68.0,31.0,23.0,2.0,20.0,1,22.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67450,2020-01-21,1.0,0.2,79.0,34.0,25.0,1.0,-2.0,1,31.0,42.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
68088,2021-01-25,5.0,0.0,45.0,26.0,11.0,0.0,9.0,0,12.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
16547,2018-01-21,1.0,0.1,30.0,26.0,15.0,-1.0,6.0,0,16.0,27.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
3581,2010-01-28,3.0,0.0,66.0,30.0,15.0,-6.0,20.0,0,13.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8703,2020-01-29,3.0,0.09,95.0,25.0,15.0,-1.0,9.0,0,16.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
4128,2011-01-15,2.0,0.0,84.0,32.0,19.0,1.0,2.0,1,25.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
13545,2010-01-02,2.0,0.2,39.0,32.0,22.0,-1.0,8.0,0,24.0,33.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
7562,2018-01-06,2.0,0.32,24.0,33.0,27.0,3.0,0.0,1,28.0,44.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
7587,2018-01-12,1.0,0.18,33.0,30.0,20.0,-1.0,12.0,0,16.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
37781,2010-01-25,1.0,0.1,50.0,27.0,12.0,-3.0,17.0,0,11.0,20.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
9335,2021-01-30,27.0,0.79,61.0,23.0,15.0,9.0,15.0,1,18.0,34.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8706,2020-01-30,2.0,0.05,95.0,25.0,9.0,0.0,7.0,0,15.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40891,2018-01-23,1.0,0.0,45.0,28.0,15.0,-1.0,10.0,0,9.0,24.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
15416,2015-01-02,1.0,0.0,37.0,29.0,16.0,-1.0,-1.0,0,13.0,32.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
5123,2013-01-28,3.0,0.35,62.0,17.0,5.0,5.0,13.0,1,16.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
9282,2021-01-11,2.0,0.0,34.0,32.0,11.0,0.0,2.0,0,5.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40133,2016-01-27,1.0,0.1,53.0,39.0,20.0,-1.0,0.0,0,12.0,30.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
63816,2013-01-03,1.0,0.0,50.0,34.0,18.0,-1.0,-12.0,0,13.0,26.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
66866,2019-01-17,3.0,2.0,70.0,35.0,22.0,16.0,20.0,1,25.0,31.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
67446,2020-01-19,3.0,0.0,80.0,43.0,22.0,-4.0,3.0,0,13.0,30.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
39336,2014-01-12,2.0,1.1,52.0,22.0,16.0,10.0,18.0,1,22.0,33.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
67456,2020-01-25,5.0,0.0,79.0,35.0,25.0,-1.0,-5.0,0,25.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
37755,2010-01-09,1.0,0.0,32.0,37.0,25.0,-1.0,-3.0,0,20.0,33.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
49797,2020-01-04,2.0,0.0,1.0,54.0,26.0,-1.0,1.0,0,31.0,45.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
66345,2018-01-09,1.0,1.0,31.0,36.0,33.0,5.0,8.0,1,29.0,42.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
4136,2011-01-21,1.0,0.0,91.0,29.0,13.0,-2.0,8.0,0,2.0,21.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
3567,2010-01-25,7.0,0.0,78.0,28.0,4.0,-7.0,43.0,0,12.0,19.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
49422,2019-01-06,2.0,0.65,2.0,40.0,32.0,1.0,-1.0,1,17.0,39.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
41640,2020-01-04,1.0,0.0,49.0,36.0,19.0,-1.0,5.0,0,19.0,28.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
9275,2021-01-08,3.0,0.0,35.0,33.0,12.0,-1.0,6.0,0,17.0,30.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
63291,2012-01-15,2.0,0.0,26.0,39.0,25.0,-3.0,-9.0,0,30.0,41.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
41652,2020-01-14,1.0,0.6,64.0,22.0,13.0,2.0,15.0,1,15.0,21.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
5116,2013-01-23,1.0,0.0,48.0,46.0,28.0,-1.0,-8.0,0,21.0,50.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
41250,2019-01-09,4.0,0.0,43.0,40.0,28.0,-1.0,8.0,0,22.0,35.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
16920,2019-01-19,3.0,0.2,70.0,35.0,23.0,-1.0,16.0,0,21.0,28.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
47206,2013-01-24,1.0,0.1,2.0,38.0,19.0,-1.0,-1.0,0,7.0,25.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
64349,2014-01-30,3.0,0.3,49.0,26.0,17.0,2.0,8.0,1,23.0,36.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
62157,2010-01-02,2.0,0.1,36.0,30.0,19.0,-1.0,6.0,0,26.0,35.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38580,2012-01-19,1.0,1.2,48.0,31.0,27.0,12.0,18.0,1,14.0,28.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
24234,2017-01-08,1.0,1.4,47.0,47.0,28.0,-1.0,10.0,0,-6.0,35.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
17303,2020-01-28,1.0,0.2,63.0,30.0,24.0,0.0,2.0,0,26.0,31.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
8680,2020-01-24,1.0,0.28,90.0,29.0,18.0,2.0,-3.0,1,23.0,35.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
41240,2019-01-04,1.0,0.0,32.0,41.0,26.0,-2.0,-2.0,0,17.0,40.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
8654,2020-01-13,3.0,0.15,98.0,20.0,5.0,1.0,33.0,1,5.0,20.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
48697,2017-01-18,1.0,0.0,0.0,41.0,17.0,0.0,-1.0,0,16.0,33.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
14320,2012-01-20,1.0,1.0,46.0,36.0,30.0,0.0,25.0,0,29.0,36.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
6115,2015-01-26,1.0,0.0,54.0,58.0,32.0,-1.0,-6.0,0,24.0,48.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7582,2018-01-11,5.0,0.19,34.0,28.0,16.0,2.0,12.0,1,19.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38180,2011-01-14,3.0,0.0,63.0,30.0,26.0,-1.0,2.0,0,24.0,34.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
8676,2020-01-22,2.0,0.84,86.0,26.0,23.0,6.0,2.0,1,25.0,38.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
63281,2012-01-05,1.0,0.0,27.0,48.0,35.0,1.0,1.0,1,33.0,47.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40115,2016-01-16,1.0,0.4,53.0,25.0,16.0,4.0,9.0,1,15.0,20.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
39728,2015-01-07,1.0,0.0,40.0,52.0,33.0,0.0,-6.0,0,31.0,44.0,0,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0
63375,2012-01-29,4.0,0.0,56.0,41.0,21.0,-2.0,-1.0,0,15.0,30.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
9253,2021-01-02,1.0,0.0,29.0,26.0,11.0,0.0,-1.0,0,12.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8703,2020-01-29,3.0,0.09,95.0,25.0,15.0,-1.0,9.0,0,16.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
64329,2014-01-12,3.0,0.9,51.0,25.0,15.0,6.0,15.0,1,24.0,40.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
13580,2010-01-31,4.0,1.5,71.0,26.0,24.0,7.0,4.0,1,21.0,33.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
15797,2016-01-17,1.0,0.3,55.0,35.0,25.0,2.0,6.0,1,20.0,28.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
46455,2011-01-23,1.0,0.0,0.0,39.0,21.0,0.0,-3.0,0,32.0,44.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
63815,2013-01-02,1.0,0.0,51.0,26.0,13.0,-1.0,-10.0,0,5.0,20.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
5597,2014-01-31,3.0,0.04,57.0,20.0,7.0,1.0,13.0,1,19.0,37.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6604,2016-01-21,1.0,0.0,68.0,32.0,8.0,-4.0,14.0,0,14.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
13947,2011-01-15,1.0,0.1,77.0,36.0,30.0,1.0,-2.0,1,28.0,37.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
64881,2015-01-26,1.0,0.0,49.0,53.0,40.0,-2.0,-4.0,0,26.0,47.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46432,2011-01-02,2.0,0.0,4.0,26.0,4.0,0.0,4.0,0,2.0,20.0,1,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0
64860,2015-01-14,4.0,0.2,59.0,40.0,20.0,-1.0,13.0,0,21.0,31.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
63848,2013-01-23,1.0,0.0,47.0,44.0,36.0,-2.0,-4.0,0,33.0,52.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
62807,2011-01-15,2.0,0.0,85.0,34.0,24.0,0.0,0.0,0,24.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
46431,2011-01-01,1.0,0.0,4.0,20.0,2.0,0.0,3.0,0,14.0,19.0,1,0,0,True,0,1,0,0,0,0,0,0,0,0,0,0
9272,2021-01-07,3.0,0.0,36.0,30.0,17.0,0.0,5.0,0,9.0,38.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
63342,2012-01-22,17.0,0.0,57.0,24.0,12.0,-2.0,31.0,0,16.0,36.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
67478,2020-01-29,3.0,0.0,85.0,29.0,13.0,-2.0,3.0,0,22.0,30.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40115,2016-01-16,1.0,0.4,53.0,25.0,16.0,4.0,9.0,1,15.0,20.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
17274,2020-01-01,1.0,1.6,50.0,29.0,20.0,6.0,9.0,1,9.0,23.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
66362,2018-01-12,1.0,0.0,36.0,31.0,24.0,0.0,13.0,0,19.0,32.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7038,2017-01-04,1.0,0.76,71.0,27.0,19.0,2.0,8.0,1,12.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
4619,2012-01-21,12.0,1.43,58.0,35.0,23.0,16.0,35.0,1,25.0,30.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
49055,2018-01-11,1.0,0.0,0.0,47.0,33.0,0.0,0.0,0,40.0,46.0,0,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0
62173,2010-01-11,1.0,0.0,32.0,51.0,28.0,-1.0,-3.0,0,26.0,38.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
25755,2021-01-27,1.0,0.0,35.0,32.0,20.0,-1.0,14.0,0,11.0,28.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
5096,2013-01-12,8.0,0.4,58.0,3.0,-4.0,1.0,6.0,1,2.0,11.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
15416,2015-01-02,1.0,0.0,37.0,29.0,16.0,-1.0,-1.0,0,13.0,32.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
68057,2021-01-11,2.0,0.0,32.0,36.0,18.0,0.0,2.0,0,10.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
64309,2014-01-06,1.0,0.0,34.0,35.0,15.0,-2.0,-1.0,0,4.0,18.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
4118,2011-01-09,1.0,0.28,87.0,31.0,2.0,5.0,-7.0,1,21.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
5085,2013-01-03,1.0,0.0,55.0,28.0,5.0,-1.0,-17.0,0,4.0,21.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40519,2017-01-26,2.0,0.1,86.0,19.0,1.0,-2.0,17.0,0,8.0,20.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
40099,2016-01-01,2.0,0.0,43.0,16.0,0.0,-1.0,-11.0,0,-1.0,23.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
37748,2010-01-03,2.0,0.0,34.0,32.0,16.0,-1.0,6.0,0,16.0,27.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
23497,2015-01-05,1.0,0.1,23.0,46.0,29.0,-1.0,-4.0,0,19.0,37.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
24997,2019-01-18,1.0,0.3,53.0,42.0,32.0,1.0,10.0,1,26.0,40.0,0,1,0,True,1,0,0,0,0,0,0,0,0,0,0,0
4580,2012-01-15,2.0,0.0,23.0,38.0,28.0,0.0,-2.0,0,19.0,44.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
65404,2016-01-31,1.0,0.4,70.0,26.0,8.0,0.0,2.0,0,13.0,34.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
47206,2013-01-24,1.0,0.1,2.0,38.0,19.0,-1.0,-1.0,0,7.0,25.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
64864,2015-01-15,1.0,0.1,56.0,50.0,29.0,-3.0,10.0,0,20.0,40.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
40099,2016-01-01,2.0,0.0,43.0,16.0,0.0,-1.0,-11.0,0,-1.0,23.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
41262,2019-01-18,4.0,0.7,52.0,24.0,18.0,2.0,10.0,1,24.0,31.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
42033,2021-01-01,1.0,0.0,26.0,27.0,13.0,0.0,4.0,0,16.0,23.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
39338,2014-01-13,12.0,0.4,50.0,25.0,19.0,-2.0,16.0,0,16.0,22.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
40117,2016-01-18,1.0,0.2,52.0,30.0,20.0,1.0,8.0,1,19.0,28.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
42033,2021-01-01,1.0,0.0,26.0,27.0,13.0,0.0,4.0,0,16.0,23.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
24253,2017-01-23,6.0,2.4,102.0,34.0,25.0,19.0,36.0,1,19.0,34.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
63827,2013-01-12,8.0,0.0,53.0,6.0,-8.0,-2.0,5.0,0,0.0,6.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
4128,2011-01-15,2.0,0.0,84.0,32.0,19.0,1.0,2.0,1,25.0,31.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46452,2011-01-20,1.0,0.0,0.0,38.0,27.0,0.0,-4.0,0,34.0,41.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
6605,2016-01-22,3.0,0.0,66.0,40.0,24.0,-2.0,5.0,0,8.0,32.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
6604,2016-01-21,1.0,0.0,68.0,32.0,8.0,-4.0,14.0,0,14.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
64352,2014-01-31,3.0,0.0,48.0,24.0,9.0,-1.0,8.0,0,17.0,26.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
41651,2020-01-13,1.0,0.3,62.0,21.0,15.0,3.0,12.0,1,12.0,18.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
64316,2014-01-10,12.0,0.3,47.0,28.0,17.0,-1.0,15.0,0,13.0,24.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66837,2019-01-03,2.0,0.0,38.0,42.0,26.0,-1.0,-2.0,0,8.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
6115,2015-01-26,1.0,0.0,54.0,58.0,32.0,-1.0,-6.0,0,24.0,48.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38196,2011-01-22,1.0,0.4,73.0,26.0,10.0,1.0,11.0,1,15.0,26.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
62823,2011-01-24,1.0,0.0,93.0,29.0,18.0,-1.0,8.0,0,12.0,29.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40133,2016-01-27,1.0,0.1,53.0,39.0,20.0,-1.0,0.0,0,12.0,30.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
63835,2013-01-13,3.0,0.0,52.0,9.0,-11.0,-1.0,4.0,0,-8.0,6.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6086,2015-01-05,1.0,0.0,58.0,36.0,13.0,-2.0,-16.0,0,13.0,27.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
9331,2021-01-29,4.0,0.36,52.0,34.0,18.0,4.0,16.0,1,21.0,36.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
3544,2010-01-20,5.0,0.14,46.0,28.0,19.0,-1.0,9.0,0,18.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
38961,2013-01-11,2.0,0.2,45.0,14.0,0.0,1.0,4.0,1,7.0,33.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
67425,2020-01-11,1.0,0.8,77.0,27.0,16.0,12.0,23.0,1,6.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8087,2019-01-16,4.0,0.71,57.0,28.0,24.0,9.0,5.0,1,18.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
63342,2012-01-22,17.0,0.0,57.0,24.0,12.0,-2.0,31.0,0,16.0,36.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8708,2020-01-31,2.0,0.0,92.0,31.0,12.0,-3.0,2.0,0,9.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
64883,2015-01-28,1.0,0.1,49.0,34.0,26.0,0.0,-3.0,0,31.0,44.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
39739,2015-01-17,1.0,0.0,42.0,37.0,16.0,0.0,4.0,0,23.0,35.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
66862,2019-01-16,4.0,0.5,54.0,31.0,25.0,6.0,3.0,1,26.0,34.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
6571,2016-01-18,4.0,0.55,70.0,27.0,19.0,8.0,17.0,1,19.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8660,2020-01-15,2.0,0.0,84.0,24.0,4.0,-5.0,14.0,0,12.0,22.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
40117,2016-01-18,1.0,0.2,52.0,30.0,20.0,1.0,8.0,1,19.0,28.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
63330,2012-01-21,12.0,3.0,59.0,36.0,16.0,19.0,30.0,1,26.0,37.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
3523,2010-01-07,4.0,0.17,42.0,25.0,7.0,1.0,-2.0,1,25.0,30.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7587,2018-01-12,1.0,0.18,33.0,30.0,20.0,-1.0,12.0,0,16.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
21650,2010-01-24,2.0,0.0,48.0,34.0,13.0,-1.0,23.0,0,26.0,31.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
62201,2010-01-23,16.0,0.5,74.0,18.0,14.0,4.0,44.0,1,18.0,25.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
13934,2011-01-02,1.0,0.0,83.0,24.0,8.0,-1.0,22.0,0,-1.0,14.0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,0,0
62810,2011-01-17,2.0,0.5,85.0,37.0,24.0,-1.0,-2.0,0,29.0,37.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
40118,2016-01-19,5.0,0.2,51.0,34.0,13.0,-1.0,9.0,0,20.0,30.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
21623,2010-01-02,2.0,0.1,32.0,41.0,20.0,-1.0,6.0,0,26.0,38.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
22031,2011-01-21,2.0,0.0,54.0,36.0,17.0,0.0,-2.0,0,10.0,27.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
4137,2011-01-22,6.0,0.6,93.0,29.0,17.0,2.0,9.0,1,13.0,29.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
64881,2015-01-26,1.0,0.0,49.0,53.0,40.0,-2.0,-4.0,0,26.0,47.0,0,1,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66384,2018-01-24,1.0,0.0,39.0,40.0,23.0,0.0,6.0,0,16.0,31.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
67474,2020-01-28,4.0,0.1,87.0,30.0,22.0,-1.0,8.0,0,20.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
66869,2019-01-18,2.0,0.8,71.0,24.0,15.0,1.0,22.0,1,22.0,35.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7038,2017-01-04,1.0,0.76,71.0,27.0,19.0,2.0,8.0,1,12.0,27.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
7562,2018-01-06,2.0,0.32,24.0,33.0,27.0,3.0,0.0,1,28.0,44.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
42079,2021-01-31,2.0,0.0,41.0,40.0,13.0,-2.0,8.0,0,15.0,23.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
62232,2010-01-27,6.0,0.1,68.0,31.0,23.0,2.0,20.0,1,22.0,33.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
15419,2015-01-05,1.0,0.0,36.0,38.0,31.0,0.0,-5.0,0,24.0,32.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
7564,2018-01-07,5.0,0.32,25.0,33.0,17.0,1.0,1.0,1,27.0,33.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
46453,2011-01-21,1.0,0.0,0.0,43.0,24.0,0.0,-3.0,0,27.0,38.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
37741,2010-01-02,7.0,0.2,35.0,27.0,16.0,1.0,7.0,1,20.0,32.0,1,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0
22781,2013-01-30,1.0,0.3,39.0,35.0,21.0,-3.0,16.0,0,17.0,34.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
49801,2020-01-07,1.0,0.0,1.0,48.0,25.0,0.0,0.0,0,26.0,43.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
5104,2013-01-13,3.0,0.0,58.0,4.0,-15.0,0.0,10.0,0,-4.0,3.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
46052,2010-01-06,1.0,0.0,4.0,37.0,30.0,0.0,-4.0,0,19.0,35.0,1,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0
38958,2013-01-09,2.0,0.0,38.0,40.0,22.0,0.0,-4.0,0,20.0,26.0,1,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0
65344,2016-01-17,1.0,0.6,51.0,35.0,20.0,-4.0,9.0,0,15.0,27.0,1,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0
16929,2019-01-26,1.0,0.0,69.0,36.0,21.0,-1.0,-1.0,0,20.0,34.0,1,1,1,True,1,0,0,0,0,0,0,0,0,0,0,0
9335,2021-01-30,27.0,0.79,61.0,23.0,15.0,9.0,15.0,1,18.0,34.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
8628,2020-01-01,4.0,0.9,59.0,26.0,14.0,7.0,3.0,1,5.0,28.0,1,0,0,True,0,0,1,0,0,0,0,0,0,0,0,0
